provincia,partido,localidad,link indec,adsl,cablemodem,dial up,fibra optica,otros,satelital,wimax,wireless,total general,adls
buenos aires,morón,el palomar,6568010,205.0,9214.0,4.0,4.372,9.0,1.0,0.0,19.0,13824.0,205.0
buenos aires,morón,haedo,6568010,277.0,9887.0,102.0,13.355,107.0,0.0,0.0,33.0,23761.0,277.0
buenos aires,morón,moron,6568010,844.0,20837.0,71.0,24.863,88.0,3.0,0.0,14.0,46720.0,844.0
buenos aires,morón,villa sarmiento,6568010,15.0,4810.0,19.0,4.859,0.0,1.0,0.0,91.0,9795.0,15.0
buenos aires,navarro,las marianas,6574020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,207.0,0.0
buenos aires,navarro,navarro,6574030,392.0,1728.0,3.0,1.53,0.0,1.0,0.0,252.0,3906.0,392.0
buenos aires,navarro,villa moll  (est. moll),6574040,0.0,0.0,0.0,6.0,0.0,0.0,0.0,168.0,174.0,0.0
buenos aires,navarro,josé juan almeyra,6574010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,99.0,0.0
buenos aires,necochea,claraz,6581010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,105.0,0.0
buenos aires,necochea,juan n. fernández,6581030,525.0,0.0,0.0,0.0,0.0,2.0,0.0,113.0,640.0,525.0
buenos aires,necochea,necochea - quequén,6581040,3.257,4293.0,155.0,14.085,156.0,1.0,0.0,2.182,24129.0,3.257
buenos aires,necochea,nicanor olivera  (est. la dulce),6581050,1.0,0.0,2.0,0.0,0.0,0.0,0.0,713.0,716.0,1.0
buenos aires,necochea,otros,sin datos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0
buenos aires,necochea,costa bonita,6581040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0
buenos aires,necochea,energía,6581025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0
buenos aires,olavarría,hinojo,6595060,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,13.0
buenos aires,olavarría,olavarría,6595070,3.654,18385.0,6.0,2.08,65.0,5.0,0.0,0.0,24195.0,3.654
buenos aires,olavarría,sierra chica,6595100,0.0,505.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,0.0
buenos aires,olavarría,sierras bayas,6595110,272.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,273.0,272.0
buenos aires,olavarría,villa alfredo fortabat,6595120,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0
buenos aires,olavarría,colonia hinojo,6595070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
buenos aires,otros,otros,sin datos,7.0,0.0,0.0,0.0,28.954,0.0,0.0,0.0,28961.0,7.0
buenos aires,patagones,bahía san blas,6602010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0
buenos aires,patagones,carmen de patagones,6602030,1.112,0.0,26.0,4.159,29.0,1.0,0.0,11.0,5338.0,1.112
buenos aires,patagones,josé b. casas,6602040,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,6.0,0.0
buenos aires,patagones,juan a. pradere,6602050,0.0,84.0,0.0,0.0,1.0,0.0,0.0,4.0,89.0,0.0
buenos aires,patagones,stroeder,6602060,0.0,0.0,1.0,452.0,1.0,0.0,0.0,173.0,627.0,0.0
buenos aires,patagones,villalonga,6602070,117.0,0.0,7.0,749.0,0.0,0.0,0.0,245.0,1118.0,117.0
buenos aires,pehuajó,chiclana,6609080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0
buenos aires,pehuajó,francisco madero,6609030,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0
buenos aires,pehuajó,juan josé paso,6609040,0.0,0.0,0.0,28.0,0.0,0.0,0.0,385.0,413.0,0.0
buenos aires,pehuajó,magdala,6609050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0
buenos aires,pehuajó,mones cazón,6609060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
buenos aires,pehuajó,pehuajó,6609080,4.347,1.0,68.0,5.0,69.0,0.0,0.0,265.0,4755.0,4.347
buenos aires,pehuajó,san esteban,6609020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
buenos aires,pehuajó,capitán castro,6609010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
buenos aires,pehuajó,inocencio sosa,6609035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
buenos aires,pehuajó,nueva plata,6609070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
buenos aires,pehuajó,san bernardo  (est. guanaco),6609090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
buenos aires,pellegrini,pellegrini,6616030,311.0,797.0,5.0,0.0,0.0,3.0,0.0,32.0,1148.0,311.0
buenos aires,pergamino,acevedo,6623010,115.0,153.0,0.0,0.0,0.0,0.0,0.0,184.0,452.0,115.0
buenos aires,pergamino,fontezuela,6623020,33.0,0.0,0.0,96.0,0.0,0.0,0.0,4.0,133.0,33.0
buenos aires,pergamino,guerrico,6623030,0.0,61.0,0.0,0.0,0.0,0.0,0.0,54.0,115.0,0.0
buenos aires,pergamino,juan a. de la peña,6623040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,0.0
buenos aires,pergamino,juan anchorena  (est. urquiza),6623050,71.0,0.0,0.0,217.0,0.0,0.0,0.0,5.0,293.0,71.0
buenos aires,pergamino,la violeta,6623060,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
buenos aires,pergamino,manuel ocampo,6623070,0.0,0.0,0.0,448.0,0.0,0.0,0.0,44.0,492.0,0.0
buenos aires,pergamino,mariano h. alfonzo  (est. san patricio),6623090,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
buenos aires,pergamino,pergamino,6623100,2.564,18621.0,82.0,800.0,82.0,2.0,0.0,524.0,22675.0,2.564
buenos aires,pergamino,pinzón,6623110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
buenos aires,pergamino,rancagua,6623120,109.0,0.0,0.0,102.0,0.0,1.0,0.0,0.0,212.0,109.0
buenos aires,pergamino,villa san josé,6623140,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0
buenos aires,pila,casalins,6630010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0
buenos aires,pila,pila,6630020,0.0,0.0,1.0,1.0,0.0,0.0,0.0,48.0,50.0,0.0
buenos aires,pilar,del viso,6638040,18.509,3181.0,0.0,17.0,1.0,0.0,0.0,553.0,22261.0,18.509
buenos aires,pilar,fátima,6638040,40.0,52.0,0.0,22.0,0.0,0.0,0.0,2.0,116.0,40.0
buenos aires,pilar,la lonja,6638040,3.245,1406.0,0.0,19.0,0.0,0.0,0.0,467.0,5137.0,3.245
buenos aires,pilar,los cachorros,6638040,0.0,3002.0,0.0,0.0,0.0,0.0,0.0,0.0,3002.0,0.0
buenos aires,pilar,manzanares,6638040,0.0,166.0,0.0,3.0,0.0,0.0,0.0,3.0,172.0,0.0
buenos aires,pilar,maquinista f. savio (oeste),6638040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0
buenos aires,pilar,otros,sin datos,0.0,1.0,0.0,5.0,0.0,0.0,0.0,268.0,274.0,0.0
buenos aires,pilar,pilar,6638040,2.977,26119.0,35.0,8.989,663.0,4.0,90.0,629.0,39506.0,2.977
buenos aires,pilar,presidente derqui,6638040,1.565,5538.0,0.0,83.0,0.0,0.0,0.0,604.0,7790.0,1.565
buenos aires,pilar,santa teresa,6638040,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
buenos aires,pilar,tortuguitas,6638040,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,7.0,0.0
buenos aires,pilar,villa astolfi,6638040,0.0,1387.0,0.0,1.0,0.0,0.0,0.0,9.0,1397.0,0.0
buenos aires,pilar,villa rosa,6638040,613.0,7191.0,3.0,197.0,0.0,0.0,360.0,441.0,8805.0,613.0
buenos aires,pilar,zelaya,6638040,30.0,6.0,0.0,0.0,2.0,0.0,0.0,5.0,43.0,30.0
buenos aires,pilar,manuel alberti,6638040,0.0,1847.0,0.0,514.0,0.0,0.0,0.0,0.0,2361.0,0.0
buenos aires,pinamar,pinamar,6644010,12.458,2578.0,0.0,10.867,1.0,3.0,0.0,0.0,26906.0,12.458
buenos aires,pinamar,carilo,6644010,0.0,1510.0,0.0,0.0,0.0,0.0,0.0,0.0,1510.0,0.0
buenos aires,pinamar,ostende,6644010,0.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,0.0
buenos aires,pinamar,valeria del mar,6644010,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
buenos aires,presidente perón,guernica,6648010,77.0,13644.0,8.0,6.236,8.0,0.0,0.0,113.0,20086.0,77.0
buenos aires,puán,bordenave,6651020,0.0,0.0,0.0,54.0,0.0,1.0,0.0,349.0,404.0,0.0
buenos aires,puán,darregueira,6651030,238.0,946.0,1.0,1.11,0.0,0.0,0.0,87.0,2382.0,238.0
buenos aires,puán,puán,6651080,0.0,2001.0,0.0,1.0,0.0,1.0,0.0,75.0,2078.0,0.0
buenos aires,puán,villa iris,6651110,0.0,0.0,0.0,425.0,24.0,0.0,0.0,356.0,805.0,0.0
buenos aires,puán,san germán,6651090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,0.0
buenos aires,punta indio,pipinas,6655030,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0
buenos aires,punta indio,verónica,6655050,227.0,816.0,0.0,6.0,0.0,0.0,0.0,0.0,1049.0,227.0
buenos aires,punta indio,punta indio,6655040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,115.0,0.0
buenos aires,quilmes,bernal,6658010,135.0,20997.0,69.0,9.487,75.0,1.0,0.0,0.0,30764.0,135.0
buenos aires,quilmes,bernal oeste,6658010,71.0,3710.0,3.0,1.79,28.0,0.0,0.0,0.0,5602.0,71.0
buenos aires,quilmes,don bosco,6658010,0.0,3011.0,0.0,4.0,1.0,0.0,0.0,0.0,3016.0,0.0
buenos aires,quilmes,ezpeleta,6658010,112.0,13506.0,8.0,2.55,16.0,0.0,0.0,319.0,16511.0,112.0
buenos aires,quilmes,ezpeleta oeste,6658010,48.0,1506.0,8.0,3.924,16.0,0.0,0.0,0.0,5502.0,48.0
buenos aires,quilmes,quilmes,6658010,88.0,48607.0,78.0,12.329,172.0,2.0,0.0,141.0,61417.0,88.0
buenos aires,quilmes,quilmes oeste,6658010,113.0,7693.0,48.0,13.726,40.0,0.0,0.0,2.0,21622.0,113.0
buenos aires,quilmes,san francisco solano,6658010,1.0,11218.0,0.0,37.0,30.0,0.0,0.0,114.0,11400.0,1.0
buenos aires,quilmes,villa la florida,6658010,22.0,5100.0,5.0,6.909,0.0,0.0,0.0,114.0,12150.0,22.0
buenos aires,ramallo,el paraíso,6665010,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0
buenos aires,ramallo,otros,sin datos,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0
buenos aires,ramallo,pérez millán,6665030,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
buenos aires,ramallo,ramallo,6665040,411.0,1128.0,0.0,1.0,1.177,1.0,0.0,2.0,2720.0,411.0
buenos aires,ramallo,villa ramallo,6665060,515.0,1899.0,0.0,1.0,327.0,0.0,0.0,0.0,2742.0,515.0
buenos aires,rauch,otros,sin datos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0
buenos aires,rauch,rauch,6672010,1.001,0.0,8.0,514.0,0.0,1.0,0.0,93.0,1617.0,1.001
buenos aires,rivadavia,américa,6679010,577.0,928.0,0.0,1.188,1.0,1.0,0.0,809.0,3504.0,577.0
buenos aires,rivadavia,fortín olavarría,6679020,272.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0,459.0,272.0
buenos aires,rivadavia,gonzález moreno,6679030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
buenos aires,rivadavia,sansinena,6679070,0.0,0.0,0.0,168.0,0.0,0.0,0.0,175.0,343.0,0.0
buenos aires,rojas,las carabelas,6686020,0.0,0.0,0.0,195.0,0.0,1.0,0.0,47.0,243.0,0.0
buenos aires,rojas,rojas,6686060,595.0,3485.0,2.0,1.16,0.0,0.0,0.0,1.479,6721.0,595.0
buenos aires,rojas,rafael obligado,6686040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0
buenos aires,roque pérez,carlos beguerie,6693010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,116.0,0.0
buenos aires,roque pérez,roque pérez,6693020,191.0,1930.0,1.0,0.0,0.0,0.0,0.0,345.0,2467.0,191.0
buenos aires,saavedra,espartillar,6700040,0.0,0.0,0.0,314.0,0.0,0.0,0.0,79.0,393.0,0.0
buenos aires,saavedra,pigüé,6700060,859.0,0.0,3.0,3.031,0.0,0.0,0.0,0.0,3893.0,859.0
buenos aires,saavedra,saavedra,6700070,0.0,0.0,0.0,9.0,0.0,0.0,0.0,23.0,32.0,0.0
buenos aires,saavedra,goyena,6700050,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,44.0,0.0
buenos aires,saavedra,arroyo corto,6700010,0.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,259.0,0.0
buenos aires,saladillo,del carril,6707040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
buenos aires,saladillo,saladillo,6707060,664.0,4651.0,0.0,3.575,1.0,0.0,0.0,418.0,9309.0,664.0
buenos aires,saladillo,cazón,6707030,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,38.0,0.0
buenos aires,saladillo,alvarez de toledo,6707010,0.0,0.0,0.0,25.0,0.0,1.0,0.0,0.0,26.0,0.0
buenos aires,salliqueló,quenumá,6721010,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,36.0,0.0
buenos aires,salliqueló,salliqueló,6721020,151.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,156.0,151.0
buenos aires,salto,arroyo dulce,6714010,438.0,0.0,0.0,51.0,0.0,0.0,0.0,37.0,526.0,438.0
buenos aires,salto,gahan,6714030,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,181.0
buenos aires,salto,inés indart,6714040,0.0,0.0,0.0,15.0,189.0,2.0,0.0,0.0,206.0,0.0
buenos aires,salto,salto,6714060,931.0,1325.0,1.0,7.636,0.0,0.0,0.0,0.0,9893.0,931.0
buenos aires,san andrés de giles,azcuénaga,6728010,0.0,0.0,0.0,55.0,7.0,0.0,0.0,54.0,116.0,0.0
buenos aires,san andrés de giles,san andrés de giles,6728040,470.0,665.0,1.0,3.719,486.0,1.0,0.0,0.0,5342.0,470.0
buenos aires,san andrés de giles,solís,6728050,46.0,0.0,0.0,261.0,0.0,1.0,0.0,107.0,415.0,46.0
buenos aires,san andrés de giles,villa ruiz,6728070,0.0,0.0,0.0,140.0,0.0,0.0,0.0,86.0,226.0,0.0
buenos aires,san andrés de giles,villa espil,6728060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,104.0,0.0
buenos aires,san andrés de giles,cucullú,6728020,0.0,0.0,0.0,0.0,218.0,0.0,0.0,24.0,242.0,0.0
buenos aires,san antonio de areco,san antonio de areco,6735020,1.189,1826.0,5.0,2.644,0.0,2.0,0.0,2.223,7889.0,1.189
buenos aires,san antonio de areco,villa lía,6735030,190.0,0.0,0.0,245.0,0.0,0.0,0.0,56.0,491.0,190.0
buenos aires,san antonio de areco,duggan,6735010,0.0,0.0,0.0,231.0,0.0,0.0,0.0,278.0,509.0,0.0
buenos aires,san cayetano,balneario san cayetano,6742010,0.0,0.0,0.0,113.0,0.0,0.0,0.0,1.0,114.0,0.0
buenos aires,san cayetano,san cayetano,6742030,146.0,984.0,0.0,902.0,0.0,0.0,0.0,268.0,2300.0,146.0
buenos aires,san cayetano,ochandío,6742020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0
buenos aires,san fernando,san fernando,6749010,3.169,17045.0,2.0,6.941,13.0,0.0,0.0,109.0,27279.0,3.169
buenos aires,san fernando,victoria,6749010,1.628,12501.0,2.0,1.167,6.0,2.0,0.0,1.0,15307.0,1.628
buenos aires,san fernando,virreyes,6749010,660.0,7731.0,0.0,2.251,1.0,0.0,0.0,0.0,10643.0,660.0
buenos aires,san isidro,acassuso,6756010,286.0,5327.0,1.0,241.0,1.0,1.0,0.0,0.0,5857.0,286.0
buenos aires,san isidro,beccar,6756010,2.279,16040.0,0.0,352.0,4.0,0.0,0.0,80.0,18755.0,2.279
buenos aires,san isidro,boulogne sur mer,6756010,1.974,20376.0,4.0,785.0,13.0,0.0,0.0,5.0,23157.0,1.974
buenos aires,san isidro,martínez,6756010,1.929,24576.0,52.0,3.319,60.0,1.0,0.0,1.0,29938.0,1.929
buenos aires,san isidro,san isidro,6756010,1.069,21187.0,3.0,327.0,16.0,1.0,0.0,1.0,22604.0,1.069
buenos aires,san isidro,villa adelina,6756010,949.0,10837.0,0.0,871.0,7.0,0.0,0.0,0.0,12664.0,949.0
buenos aires,san miguel,bella vista,6760010,94.0,3476.0,39.0,7.923,49.0,2.0,0.0,1.201,12784.0,94.0
buenos aires,san miguel,campo de mayo,6760010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
buenos aires,san miguel,muñiz,6760010,246.0,3198.0,5.0,1.865,0.0,0.0,0.0,0.0,5314.0,246.0
buenos aires,san miguel,san miguel,6760010,462.0,80087.0,62.0,26.727,108.0,2.0,0.0,121.0,107569.0,462.0
buenos aires,san nicolás,conesa,6763010,670.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,671.0,670.0
buenos aires,san nicolás,erézcano,6763020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,108.0,0.0
buenos aires,san nicolás,general rojo,6763030,0.0,0.0,0.0,608.0,0.0,1.0,0.0,0.0,609.0,0.0
buenos aires,san nicolás,san nicolás de los arroyos,6763050,8.812,17602.0,2.0,6.77,0.0,2.0,0.0,52.0,33240.0,8.812
buenos aires,san pedro,río tala,6770040,0.0,0.0,0.0,2.0,237.0,0.0,0.0,0.0,239.0,0.0
buenos aires,san pedro,san pedro,6770050,2.544,4698.0,0.0,7.012,78.0,3.0,0.0,78.0,14413.0,2.544
buenos aires,san pedro,santa lucía,6770060,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,5.0,0.0
buenos aires,san vicente,alejandro korn,6778020,110.0,3534.0,4.0,6.15,9.0,0.0,0.0,332.0,10139.0,110.0
buenos aires,san vicente,domselaar,6778020,0.0,430.0,0.0,0.0,0.0,0.0,0.0,52.0,482.0,0.0
buenos aires,san vicente,san vicente,6778020,1.127,3961.0,4.0,484.0,5.0,0.0,0.0,217.0,5798.0,1.127
buenos aires,suipacha,general rivas,6784010,96.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,210.0,96.0
buenos aires,suipacha,suipacha,6784020,273.0,0.0,2.0,2.807,0.0,0.0,0.0,283.0,3365.0,273.0
buenos aires,tandil,de la canal,6791010,0.0,0.0,0.0,0.0,5.0,0.0,0.0,59.0,64.0,0.0
buenos aires,tandil,gardey,6791030,0.0,0.0,0.0,225.0,35.0,0.0,0.0,21.0,281.0,0.0
buenos aires,tandil,maría ignacia  (est. vela),6791040,268.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,293.0,268.0
buenos aires,tandil,otros,sin datos,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,45.0,0.0
buenos aires,tandil,tandil,6791050,2.633,38698.0,203.0,2.887,277.0,3.0,0.0,737.0,45438.0,2.633
buenos aires,tandil,desvío aguirre,6791050,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,11.0,0.0
buenos aires,tapalqué,tapalqué,6798020,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
buenos aires,tigre,benavídez,6805010,945.0,9561.0,0.0,8.459,0.0,5.0,0.0,1.59,20560.0,945.0
buenos aires,tigre,dique luján,6805010,44.0,2208.0,0.0,30.0,0.0,0.0,0.0,85.0,2367.0,44.0
buenos aires,tigre,don torcuato este,6805010,1.485,13763.0,3.0,9.334,6.0,0.0,0.0,23.0,24614.0,1.485
buenos aires,tigre,el talar,6805010,560.0,8082.0,0.0,5.972,2.0,1.0,0.0,80.0,14697.0,560.0
buenos aires,tigre,general pacheco,6805010,2.148,12087.0,1.0,3.279,7.0,2.0,0.0,2.0,17526.0,2.148
buenos aires,tigre,los troncos del talar,6805010,624.0,7004.0,0.0,2.612,0.0,1.0,0.0,0.0,10241.0,624.0
buenos aires,tigre,otros,sin datos,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
buenos aires,tigre,ricardo rojas,6805010,1.085,3944.0,0.0,1.673,6.0,0.0,0.0,0.0,6708.0,1.085
buenos aires,tigre,rincón de milberg,6805010,1.947,8899.0,0.0,1.632,0.0,0.0,0.0,45.0,12523.0,1.947
buenos aires,tigre,tigre,6805010,880.0,12518.0,0.0,4.467,6.0,5.0,0.0,175.0,18051.0,880.0
buenos aires,tigre,don torcuato oeste,6805010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,186.0,0.0
buenos aires,tigre,nordelta,6805010,0.0,6039.0,0.0,2.29,0.0,0.0,0.0,0.0,8329.0,0.0
buenos aires,tordillo,general conesa,6812010,40.0,227.0,0.0,0.0,0.0,0.0,0.0,63.0,330.0,40.0
buenos aires,tordillo,villa roch,6812010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0
buenos aires,tornquist,saldungaray,6819020,0.0,0.0,0.0,466.0,0.0,0.0,0.0,0.0,466.0,0.0
buenos aires,tornquist,sierra de la ventana,6819030,0.0,486.0,0.0,621.0,0.0,0.0,0.0,0.0,1107.0,0.0
buenos aires,tornquist,tornquist,6819040,131.0,966.0,0.0,1.461,0.0,1.0,0.0,0.0,2559.0,131.0
buenos aires,tornquist,villa serrana la gruta,6819060,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0
buenos aires,tornquist,villa ventana,6819070,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,475.0
buenos aires,trenque lauquen,30 de agosto,6826040,0.0,184.0,0.0,1.396,2.376,0.0,0.0,0.0,3956.0,0.0
buenos aires,trenque lauquen,otros,sin datos,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0
buenos aires,trenque lauquen,trenque lauquen,6826050,2.527,12.0,68.0,12.253,68.0,1.0,0.0,1.241,16170.0,2.527
buenos aires,trenque lauquen,girodias,6826020,47.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0,47.0
buenos aires,trenque lauquen,la carreta,6826030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
buenos aires,trenque lauquen,trongé,6826060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
buenos aires,trenque lauquen,berutti,6826010,0.0,0.0,0.0,282.0,0.0,0.0,0.0,0.0,282.0,0.0
buenos aires,tres arroyos,claromecó,6833020,329.0,0.0,0.0,595.0,0.0,0.0,0.0,734.0,1658.0,329.0
buenos aires,tres arroyos,copetonas,6833030,0.0,0.0,0.0,1.0,0.0,0.0,0.0,89.0,90.0,0.0
buenos aires,tres arroyos,lin calel,6833040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0
buenos aires,tres arroyos,micaela cascallares  (est. cascallares),6833050,0.0,0.0,0.0,1.0,0.0,0.0,0.0,155.0,156.0,0.0
buenos aires,tres arroyos,orense,6833060,0.0,0.0,1.0,246.0,407.0,0.0,0.0,146.0,800.0,0.0
buenos aires,tres arroyos,reta,6833070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,224.0,0.0
buenos aires,tres arroyos,san francisco de bellocq,6833080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,0.0
buenos aires,tres arroyos,san mayol,6833090,0.0,0.0,0.0,0.0,9.0,0.0,0.0,11.0,20.0,0.0
buenos aires,tres arroyos,tres arroyos,6833100,1.352,14525.0,61.0,1.513,61.0,1.0,0.0,903.0,18416.0,1.352
buenos aires,tres de febrero,11 de septiembre,6840010,34.0,1181.0,0.0,5.0,1.0,1.0,0.0,0.0,1222.0,34.0
buenos aires,tres de febrero,caseros,6840010,3.191,22642.0,2.0,8.778,25.0,0.0,0.0,2.0,34640.0,3.191
buenos aires,tres de febrero,churruca,6840010,14.0,834.0,0.0,1.543,0.0,0.0,0.0,0.0,2391.0,14.0
buenos aires,tres de febrero,ciudad jardín lomas del palomar,6840010,550.0,5184.0,0.0,811.0,2.0,0.0,0.0,0.0,6547.0,550.0
buenos aires,tres de febrero,ciudadela,6840010,314.0,11567.0,67.0,14.121,117.0,3.0,0.0,4.0,26193.0,314.0
buenos aires,tres de febrero,el libertador,6840010,189.0,2533.0,0.0,0.0,0.0,0.0,0.0,0.0,2722.0,189.0
buenos aires,tres de febrero,jose ingenieros,6840010,141.0,1877.0,0.0,546.0,3.0,0.0,0.0,5.0,2572.0,141.0
buenos aires,tres de febrero,loma hermosa,6840010,1.21,5544.0,0.0,52.0,18.0,0.0,0.0,0.0,6824.0,1.21
buenos aires,tres de febrero,martín coronado,6840010,218.0,4982.0,1.0,2.601,6.0,0.0,0.0,0.0,7808.0,218.0
buenos aires,tres de febrero,pablo podestá,6840010,1.568,3358.0,0.0,7.0,12.0,0.0,0.0,438.0,5383.0,1.568
buenos aires,tres de febrero,remedios de escalada,6840010,159.0,2717.0,0.0,7.814,16.0,0.0,0.0,0.0,10706.0,159.0
buenos aires,tres de febrero,saenz peña,6840010,312.0,4995.0,0.0,954.0,0.0,1.0,0.0,1.0,6263.0,312.0
buenos aires,tres de febrero,santos lugares,6840010,366.0,6158.0,0.0,1.313,8.0,0.0,0.0,1.0,7846.0,366.0
buenos aires,tres de febrero,villa bosch (est. juan maria bosch),6840010,299.0,7132.0,0.0,5.788,3.0,0.0,0.0,0.0,13222.0,299.0
buenos aires,tres de febrero,villa raffo,6840010,141.0,2022.0,0.0,654.0,3.0,0.0,0.0,0.0,2820.0,141.0
buenos aires,tres lomas,tres lomas,6847020,93.0,724.0,1.0,136.0,319.0,0.0,0.0,94.0,1367.0,93.0
buenos aires,vicente lópez,carapachay,6861010,966.0,5363.0,1.0,2.051,2.0,0.0,0.0,0.0,8383.0,966.0
buenos aires,vicente lópez,florida,6861010,1.4,14599.0,2.0,6.37,6.0,0.0,0.0,2.0,22379.0,1.4
buenos aires,vicente lópez,florida oeste,6861010,334.0,5468.0,0.0,3.171,5.0,1.0,0.0,245.0,9224.0,334.0
buenos aires,vicente lópez,la lucila,6861010,336.0,4208.0,1.0,1.257,1.0,0.0,0.0,0.0,5803.0,336.0
buenos aires,vicente lópez,munro,6861010,687.0,9186.0,8.0,5.621,10.0,1.0,0.0,1.0,15514.0,687.0
buenos aires,vicente lópez,olivos,6861010,1.468,24218.0,5.0,9.253,10.0,1.0,0.0,0.0,34955.0,1.468
buenos aires,vicente lópez,vicente lópez,6861010,338.0,9861.0,3.0,3.218,17.0,0.0,0.0,1.0,13438.0,338.0
